Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Author,Review
40,40,64114d13ef7aa875ca3831a5,64114d13ef7aa8363a38338a,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Harley Kaiser,"Very friendly, very helpful with everything I need, this is definitely my go to shop ! Nick and his team are awesome."
41,41,64114d13ef7aa875ca3831a5,64114d13ef7aa8a7053832f1,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Mike Merrill,Great place. Always goes out of their way to help.
42,42,64114d13ef7aa875ca3831a5,64114d13ef7aa8a4003833f3,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Herb Smith,"Extremely knowledgeable staff! I had know idea what I needed to fix my problem, but they did! I was in and out with the correct parts on my first visit! Highly recommend checking these guys out!"
43,43,64114d13ef7aa875ca3831a5,64114d13ef7aa8879d3833b1,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Irina Kulikov,Great service ! So quick and painless! Will be using again in the future ⭐️⭐️⭐️⭐️⭐️
44,44,64114d13ef7aa875ca3831a5,64114d13ef7aa802963831ac,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Clayton Bennett,Nick up here is amazing quick and very professional will keep coming back great service
45,45,64114d13ef7aa875ca3831a5,64114d13ef7aa88f883833b7,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Chazz Brummett,"Know their stuff, always have what you need or can at least get it super quick! Friendly staff."
46,46,64114d13ef7aa875ca3831a5,64114d13ef7aa849e43833aa,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Lucas DeWoody,"Fabulous customer service, super quick, and incredibly helpful. All around good people 💖"
47,47,64114d13ef7aa875ca3831a5,64114d13ef7aa8dbc63831a9,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- trey soeten,Great service and great people always helping and will go above and beyond to make sure you get what you need
48,48,64114d13ef7aa875ca3831a5,64114d13ef7aa8eeab3833ab,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Christopher Shipman,Hey the guys down there took care of us had drinks on the house very personable in and out five minutes fast service come on down and get you some
49,49,64114d13ef7aa875ca3831a5,64114d13ef7aa8ef9e3833f4,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Aaron Gartner,Excellent service. Great staff. They really work hard to ensure that we get our parts so we can keep our fleet running.
5,5,64114d13ef7aa875ca3831a5,64114d13ef7aa8480f383168,Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Nicholas BeCraft,"Shawna was very helpful and friendly with a warm smile. The guys in the back were very knowledgeable, and had my hose repaired in minutes while I enjoyed snacks and conversation with the very funny Shawna. Definitely found my hose shop👍"
50,50,64114d13ef7aa875ca3831a5,64114d13ef7aa804423831aa,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Shawn Golden,American Hose is my go to for all my Hose/ Fitting needs. They are very knowledgeable and helpful everytime!
51,51,64114d13ef7aa875ca3831a5,64114d13ef7aa86e5e3831ab,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Roxanne Guthrie,Make hoses while I wait.  Usually less than 15 minutes
52,52,64114d13ef7aa875ca3831a5,64114d13ef7aa8ab9538339c,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Eddie Martin,Nick and his staff do a great job! Aways a pleasure to stop in to see them.
53,53,64114d13ef7aa875ca3831a5,64114d13ef7aa82e6b3833ff,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Jason Jewell,"One of the best places to go for replacement hoses and equipment hose parts. Service is outstanding, and if they can't get what you need, they will direct you to places that will have it."
54,54,64114d13ef7aa875ca3831a5,64114d13ef7aa8adb33833ac,Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:07 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Nicholas Price,You guys are awesome like the shop and your products. And thanks again for the free pop:)
55,55,64114d13ef7aa875ca3831a5,64114d13ef7aa833c538335a,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Rick Gwinn,The guys at American Hose always go out their way to take care of our needs. Very helpful!
56,56,64114d13ef7aa875ca3831a5,64114d13ef7aa84c2e3833f5,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Scott Sparks,American Hose is THE BEST place for your hose and fitting needs. Lauren and Justin are amazing and the experience is always pleasant
57,57,64114d13ef7aa875ca3831a5,64114d13ef7aa849be383400,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Sean Callis,Went in and was completely amazed at how knowledgeable the staff was. Had everything I needed and more. Nick was very professional. Will be returning and recommending to everyone
58,58,64114d13ef7aa875ca3831a5,64114d13ef7aa82c0e3833ee,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Austin Denissen,"Great place, Nick is the man, and amazing hose."
59,59,64114d13ef7aa875ca3831a5,64114d13ef7aa8544e3833f6,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Candace Fowler,Awesome guys. Always fast an friendly
6,6,64114d13ef7aa875ca3831a5,64114d13ef7aa81cdb383166,Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Cesar Camarena,Great service and they were very professional!
60,60,64114d13ef7aa875ca3831a5,64114d13ef7aa893aa38339d,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Randall Galloway,"Great place, great prices, fast service"
61,61,64114d13ef7aa875ca3831a5,64114d13ef7aa895c4383307,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Kiowa Bragg,Went to 4 different places looking for what I thought would be a simple hose repair.  Finally justin was able to get me squared away
62,62,64114d13ef7aa875ca3831a5,64114d13ef7aa855d63831c7,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Taylir Davis,"Hreat customer service, and an amazing team of people. 10/10!"
63,63,64114d13ef7aa875ca3831a5,64114d13ef7aa8ed92383345,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Shane Pepper,Nick has always been super helpful and beyond that offers some great pricing.  Highly recommended!
64,64,64114d13ef7aa875ca3831a5,64114d13ef7aa813e8383344,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Jared Mitchell,"This is the only store I go to for my hoses, fittings, ect. They're always quick to help, and if they don't have the part, they will get it."
65,65,64114d13ef7aa875ca3831a5,64114d13ef7aa84910383325,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Dennis Rudderham,Great place to do business. They will take care of you.
66,66,64114d13ef7aa875ca3831a5,64114d13ef7aa88215383365,Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:08 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Tim Reasor,Great service and price !! Took care of me right away ! 👍😎
67,67,64114d13ef7aa875ca3831a5,64114d13ef7aa818003833b8,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Geoff Reddick,Willing to go the extra mile for their customers - love the people here!
69,69,64114d13ef7aa875ca3831a5,64114d13ef7aa83de538333c,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Ryan Busch,Excellent service and high quality products!  Way better than the other hose and supply stores I’ve used in the past. A+++
7,7,64114d13ef7aa875ca3831a5,64114d13ef7aa856143833ef,Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- ruben romano,"Great location, clean and very professional. They were able to get me what I needed right away. Anywhere else I would have time to finish my coffee while I wait, not here. Took a sip on the way out, NO BIG DEAL. Awesome service keep it up."
70,70,64114d13ef7aa875ca3831a5,64114d13ef7aa85dbb383171,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Jerome Payne,Awesome place definitely recommend them over any hose place in town
71,71,64114d13ef7aa875ca3831a5,64114d13ef7aa8a40e3833b2,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Derek Bowen,Nick is great. Thanks man.
72,72,64114d13ef7aa875ca3831a5,64114d13ef7aa8a36d3833ad,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Shay Johnson,"Love this place, very friendly and professional, great customer service!!!!"
73,73,64114d13ef7aa875ca3831a5,64114d13ef7aa8ea383833d7,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- sam,This place is amazing lots of products in stock fast service
74,74,64114d13ef7aa875ca3831a5,64114d13ef7aa8262638339e,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Cole Potts,Fast and good service
75,75,64114d13ef7aa875ca3831a5,64114d13ef7aa8390e3831de,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Mindi Dardenne,Awesome service on a last minute Saturday hydraulic T need!
76,76,64114d13ef7aa875ca3831a5,64114d13ef7aa896c738339f,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Johnathon Snyder,Good customer service on a custom job thanx guys
77,77,64114d13ef7aa875ca3831a5,64114d13ef7aa8aee23833a4,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Lisa Conner,"I work with Nick over here and he is always a pleasure to speak with, is knowledgeable and helps me out every time.  Thanks for everything."
78,78,64114d13ef7aa875ca3831a5,64114d13ef7aa84be3383361,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Mark Pride,They were extremely knowledgeable and helpful. Followed through on every promise in a timely manner and were competitively priced.
79,79,64114d13ef7aa875ca3831a5,64114d13ef7aa83d6e38335b,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Danny Briano,American hose has everything I’ve ever needed and their manager Nick Johnson is the best to go to
8,8,64114d13ef7aa875ca3831a5,64114d13ef7aa838fc38316c,Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Garrett Pennington,It’s refreshing to do business with a company that still understands the value of customer service.  This is a company that is genuinely committed to providing a top tier experience no matter how big or small the need.  Very impressed
80,80,64114d13ef7aa875ca3831a5,64114d13ef7aa88b26383401,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Das Boot,Nick Johnson is the best And most informative man I’ve ever met.
81,81,64114d13ef7aa875ca3831a5,64114d13ef7aa87983383366,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- jay williams,Great place!  They take care good care of you! Regular customer
82,82,64114d13ef7aa875ca3831a5,64114d13ef7aa8e0dc383362,Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:09 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Diana Ivey,Super friendly customer service!
83,83,64114d13ef7aa875ca3831a5,64114d13ef7aa84d133833f7,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Ethan Carson,Hands down best customer service!! Go to spot every time !!!
84,84,64114d13ef7aa875ca3831a5,64114d13ef7aa8227b3833ba,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- cisco trotter,They always make me feel like I'm a priority . Plus they always fix it! HIGHLY RECOMMEND these guys! 👍🏾
85,85,64114d13ef7aa875ca3831a5,64114d13ef7aa8e4e23833b9,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Michael Colclasure,Very very nice and helpful people!!!  Very competitive on pricing!!  HIGHLY RECOMMENDED!!!!!!
86,86,64114d13ef7aa875ca3831a5,64114d13ef7aa89ed6383367,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Bradley Hicks,Needed a last minute fitting on CHRISTMAS EVE and they were able to supply it! All other business’ were closed with no reply - thank you guys so much!!
87,87,64114d13ef7aa875ca3831a5,64114d13ef7aa896633833bb,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Juan Westfall,Awesome Team !!! Always willing to assist 😊 Thank you 🙏
88,88,64114d13ef7aa875ca3831a5,64114d13ef7aa87c8d3833f8,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Tony Fitch,Best price in town. Always have what I need
89,89,64114d13ef7aa875ca3831a5,64114d13ef7aa8e9be38333d,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Benjamin Gifford,Great people! Will do whatever they can to help you out!
9,9,64114d13ef7aa875ca3831a5,64114d13ef7aa80c6938316f,Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:05 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Atlas Automotive,Great place to have hoses made or repaired.
90,90,64114d13ef7aa875ca3831a5,64114d13ef7aa8dcba3833a1,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Stacy Pickett,Really great guys. First rate customer service.
91,91,64114d13ef7aa875ca3831a5,64114d13ef7aa85ad93833a0,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Stephen Holloway,Knowledgeable people and good prices.
92,92,64114d13ef7aa875ca3831a5,64114d13ef7aa807233831fb,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- David Dougherty,Awesome service and prices.
93,93,64114d13ef7aa875ca3831a5,64114d13ef7aa808a1383368,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Gordon Mora,Had a great experience and the staff was extremely helpful!!
94,94,64114d13ef7aa875ca3831a5,64114d13ef7aa81b353833a2,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Jerry Hickok,Great help and lots of knowledge
95,95,64114d13ef7aa875ca3831a5,64114d13ef7aa83198383214,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Clint Whisler,Best hose shop in town. I use them at least twice a week.
96,96,64114d13ef7aa875ca3831a5,64114d13ef7aa8dcd93833f9,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),"- Anytime Wrecker Service, Inc.",Use these guys on a weekly wonderful people and great service
97,97,64114d13ef7aa875ca3831a5,64114d13ef7aa80a7f383369,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Joshua Gonzales,Great customer service!
98,98,64114d13ef7aa875ca3831a5,64114d13ef7aa844cc38322b,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Cameron Weaver,These guys are AWESOME!!!!!!!!!!!! There isn't a hose or fitting or adapter they don't have!!! Thank you guys sooooo much!
99,99,64114d13ef7aa875ca3831a5,64114d13ef7aa8a4a73833a3,Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Tue Aug 30 2022 15:41:10 GMT+0000 (Coordinated Universal Time),Wed Jan 25 2023 15:47:41 GMT+0000 (Coordinated Universal Time),- Austin Cobb,Great inventory and great service. Fast and clean!!
